소재지전화,소재지면적,소재지우편번호,소재지전체주소,address,도로명우편번호,name,업태구분명,좌표정보(x),좌표정보(y),위생업태명,naver_map_url,naver_review1,naver_review2,naver_review3,naver_review4,naver_review5,kakao_map_url,k_review1,k_review2,k_review3,k_review4,k_review5
031 80122571,166.0,445-898,경기도 화성시 봉담읍 덕리 391 산48 외 14필지 1층,경기도 화성시 봉담읍 방골길 69 (산48번지 외 14필지),18336.0,덕산수라간,한식,194463.3581,406749.53,한식,https://m.place.naver.com/restaurant/1951959248,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,,,,,,
031 278 5292,70.2,445-904,경기도 화성시 봉담읍 수기리 49-6 1층,"경기도 화성시 봉담읍 최루백로 407-1, 1층",18327.0,행복한밥상,한식,197979.8184,410839.6801,한식,https://m.place.naver.com/restaurant/1335662646,,,,,,https://place.map.kakao.com/649442652#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 298 2220,123.9,445-894,경기도 화성시 봉담읍 분천리 60-1 1층 가동,"경기도 화성시 봉담읍 동화길 161, 가동 1층",18329.0,중앙식당,식육(숯불구이),196495.9615,412106.3816,식육(숯불구이),https://m.place.naver.com/restaurant/1974925159,조아요,완전 맛있어요,좋아요,좋아요,좋아요,https://place.map.kakao.com/584358837#comment,"오랜만에 먹어본 옛날 맛 
깔끔하고 맛에 깊이가 있다고 할까요!? 강추합니다",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,68.0,445-906,경기도 화성시 봉담읍 왕림리 497,"경기도 화성시 봉담읍 왕림1길 19, 1층",18332.0,여시밥상,한식,194311.8085,409808.5027,한식,https://m.place.naver.com/restaurant/1322824882,좋아요~,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/21534021#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 294 7792,57.2,445-893,경기도 화성시 봉담읍 동화리 597-2 1층 108호,"경기도 화성시 봉담읍 동화새터길 96, 1층 108호",18302.0,노랑통닭,한식,196335.5541,412844.9088,한식,https://m.place.naver.com/restaurant/1344379781,뿌리노랑은 사랑입니다.,바삭바삭 맛있어요,가성이 노랑통닭 좋아요,순살후라이드 바삭하고 맛있어요!,"고추바사삭 후라이드 반반 시켰는데
고추바사삭은 너무 맵네요",https://place.map.kakao.com/97169087#comment,"잔뼈가 가득 씹힘

재구매 의사 없음",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 298 4081,243.0,445-891,경기도 화성시 봉담읍 상리 20-7,"경기도 화성시 봉담읍 샘마을길 36, 1층 일부",18315.0,청춘냉면1996,냉면집,195541.2719,412789.4674,냉면집,https://m.place.naver.com/restaurant/37257097,지인추천으로 가보긴 했는데...글쎄요 딱히 맛있다는 생각없이 다른 냉면집이랑 맛은 비슷하고. 추가로 불고기볶음인가 시켰는데. 그냥 돼지고기를 후라이팬에 볶아서 나온수준으로 성의가 없습니다 돼지고기 상태도 오래된 느낌이고...사장님이 젊은데 별로 친절한 느낌도 없구요. 점심시간 방문인데 손님이 없는 이유를 알만 합니다,맛나게 먹어써요,"맛있어요! 한개만 세트 시켰는데 고기 양도 
많았어요??",맛있게 잘먹었습니다!!,냉면맛이 끝내줘요.,https://place.map.kakao.com/1507555773#comment,"사장님이 친절하진 않지만 

맛이 모든걸 커버침",카운터 보시는 안경쓰신 남자분 기본적인 태도가 부족하네요.,"분발하세요..ㅠ
좀 친절해 지세요",냉면 맛집.. 근데 열무김치가 너무 짜고 맛없어요,간도 딱 좋고 맛나요^^ 반찬은 열무김치보단 단무지가 나을듯해요
031 221 8072,378.0,445-893,경기도 화성시 봉담읍 동화리 84-5,"경기도 화성시 봉담읍 효행로 222, 1층",18298.0,갈비명인,식육(숯불구이),197364.3156,413993.0601,식육(숯불구이),https://m.place.naver.com/restaurant/264420857,"매번 지나가기만하다가 처음 가본 갈비명인~ 애들도 잘먹고 맛있더라구요ㅎㅎ 밑반찬으로 굴, 돈까스, 양념게장 등등 나오구요!! 다들 친절하세요ㅎㅎ 맛있게 잘먹고 왔습니다ㅎㅎ",고기가 정말 맛있었습니다. 직원분께서 알아서 불판 갈아주시고 불빼주시고 반찬도 맛있었어요,아픈데 몸보신 하네요~반찬들도 다 맛있고 고기질이 다르네요~다음에 또 올 의향 있어요~^^,"양념도 맛있고 고기 질도 괜찮아서 잘 먹었어요!
밑반찬이 너무 잘나와서 배부르게 먹고갑니다??","갈비는 그냥저냥 먹을만해요 근데 너무 불친절하고 상추 맨손으로 잡아서 가져다주고 직원분들 바쁜길래 마늘 가지러갔다가 셀프아니라고 혼났네요 가족들과 새로운곳 갔다가 기분완
전 망쳐서 나왔어요",https://place.map.kakao.com/675238925#comment,여기 난 회사 회식 때 몇번 갔는데 오늘 가려고 주소 찾았는데 왤케 평점이 낮냐... 난 친절함이나 주차 맛.. 대부분 좋았는데..,"돼지갈비는 부드럽긴한데 1인분양이 돈까스 힌조각만도 못하고 반찬류는 4가지밖에 안되고 요리솜씨는 별루다 보니  젖가락질하기도 민망하고 마지막으로
비냉면을 시켰더니 면발이 죽이되서 나온걸보고
한마디 얘기할려다가 꾸~욱 참고 나왔읍니다.
두번다시 갈 일 없을테니깐... 
글구 메뉴에서  냉면은 안하셨으면 하네요.
지금도 기분이 더럽네요.
더보기","갈비 안시키고 식사류 시키니까 종업원 표정 굳음
싸가지없어요","선지해장국을 시켜 한 숟갈 떠서 먹으려고 보니까 이빨로 베물어 먹은듯한 무가 나왔습니다. 그래서 식당 측에 말씀드리자 국자로 뜨다가 생긴 자국이라고만 하며 아니라고만 하시고 사과조차 안하셨는데 너무 불쾌하네요.. 누가봐도 국자로 뜨다 생긴 자국이 아닌것같은데
메뉴에는 음식을 재활용하지 않는다고 쓰여있었지만 잘 모르겠네요
더보기","190217
갈비 1.5, 선지국 서비스 나오는데 종업원이 말 안해줘서 된장 (.2) 따로 시킴"
031 80137987,283.5,445-892,경기도 화성시 봉담읍 당하리 304-15 가동,"경기도 화성시 봉담읍 삼천병마로 785, 가동",18334.0,곤지암한우소머리국밥,한식,194229.8488,408472.0726,한식,https://m.place.naver.com/restaurant/1102204533,지나가는 길에 들른 식당. 우족탕이랑 소머리국밥 먹었는데 맛있었어요! 지역화폐 결제 가능!,음식이 맛있긴한데 ㅇ이름값이 있어그런지 너무비싸네요.,"반찬 깔끔하고 국물 진하고 다 먹은 후엔 입술이 꼬들해질만큼 제대로네요! 저는 소머리국밥 처음이고 남편이 좋아라하는데 둘다 참 잘 먹어서 번창하셨으면 좋겠어요.
마감 시간 직전에 갔음에도 친절하게 맞아주시고 맛있는 국밥 끓여주셔서 감사합니다.??",좋아요,맛있어요,https://place.map.kakao.com/1927675633#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 309 5353,59.04,445-891,경기도 화성시 봉담읍 상리 11-5,"경기도 화성시 봉담읍 샘마을길 29, 천석빌딩 1층 일부(102호)",18316.0,찌개덕후,식육(숯불구이),195543.0559,412877.7529,식육(숯불구이),,,,,,,https://place.map.kakao.com/1500818641#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 227 5853,56.4,445-893,경기도 화성시 봉담읍 동화리 600-2 우신봉담빌딩 1층 108호,경기도 화성시 봉담읍 동화길 93-14 (우신봉담빌딩 1층 108호),18302.0,대파곱창,식육(숯불구이),196372.46,412784.295,식육(숯불구이),https://m.place.naver.com/restaurant/38681580,10년이 지나도 변치않는 맛과 양 요즈음 물가도 오르고 힘든데 그대로 유지하다니요 간만에 왔는데 넘 맛있게 잘 먹었습니다 ~^^,"맛있어요,,양만 조금더 많았으면,,,,ㅎㅎㅎ","동네 소곱창 1번먹어보고 다른곳 후기좋은곳도 가봤습니다. 곱은 첫번째집이 확실히 많긴했는데 이곳또한 맛있네요^^ 소곱에 대파익힌거랑 콩나물구운거같이 올려먹었어요~ 곱창집
은 마늘과 고추는 다 안주시나봐요;;^^ 마지막 볶음밥은 이곳이 훨 맛있어요~~ 홀은 넓지않지만 음식주문시 금방 나와요 8테이블정도?있습니다~ 비오는날 잘먹었어요~",볶음밥은 무조건 먹어야해요!!,진짜 맛도리! 맛있어요??,https://place.map.kakao.com/21061479#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 2270134,87.79,445-893,경기도 화성시 봉담읍 동화리 439-6 1층,"경기도 화성시 봉담읍 동화새터길 41, 1층",18303.0,새말촌한식부페,한식,196066.3221,413307.9027,한식,https://m.place.naver.com/restaurant/21066722,"다시는 안 갈 것 같아요
신선도 제로 더운날 음식 관리 안되요.",가성비 좋은 식당이네요,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/25538180#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 235 1237,119.15,445-897,경기도 화성시 봉담읍 와우리 43-3 2층 2동,"경기도 화성시 봉담읍 와우안길 22, 2동 2층",18323.0,맘스터치 수원대점,경양식,198065.2453,412502.4259,경양식,https://m.place.naver.com/restaurant/35874772,리필이 1회가능해서 좋아요. 직원이 친절합니다. 뷰가 넓어요,자주이용합니다,좋아요,맛있어요ㅎ,맛잇어요,https://place.map.kakao.com/26236622#comment,학교 앞이라 항상 애용하고 있습니다. 음식도 늘 맛있어요.,쏘쏘,항상 잘 먹고 있는데 양상추 넉넉히 넣어주셨으면 좋겠습니다!!,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,198.0,445-892,경기도 화성시 봉담읍 당하리 237-14 나동,"경기도 화성시 봉담읍 흰돌산길 52, 나동",18334.0,은혜한식뷔페,한식,193916.3091,409015.8378,한식,https://m.place.naver.com/restaurant/1257226845,음식맛있어요,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,https://place.map.kakao.com/563728755#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,132.0,445-901,경기도 화성시 봉담읍 덕우리 195-1 1층,"경기도 화성시 봉담읍 마당바위로 174, 1층",18336.0,밥한끼,한식,192510.7951,406556.0099,한식,https://m.place.naver.com/restaurant/1920000263,처음 방문했는데 돌솥비빔밥이 촉촉하니 아주 맛있네요. 사이드로 나오는 반찬들도 맛있어요. 특히 따뜻한 두부조림이 맜있어요.,좋아요,굿,자주갑니다.,맛있습니다.,https://place.map.kakao.com/1885479465#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,40.68,445-891,경기도 화성시 봉담읍 상리 11-6 1층 4호,경기도 화성시 봉담읍 샘마을길 41 (4호),18316.0,기쁨양꼬치,식육(숯불구이),195625.1333,412795.529,식육(숯불구이),https://m.place.naver.com/restaurant/1569099939,"양꼬치&쪽갈비&수제비 하나같이 정말 다 맛있어요!!! 많은 사람들과 이 맛을 함께 공유하고 싶네요. 
잡내 하나도 안 나고 정말 맛있어요. 양도 푸짐합니다.",친절해요,"쪽갈비는 이전에 시켜먹어보고 맛있는거 아는데 수제비 진짜 양도진짜많고, 집에서해먹는 김치수젭맛인데 끊임없이 들어가요~수제비안좋아하는 남편도 엄청먹었어요~~",좋아요,좋아요,https://place.map.kakao.com/19153647#comment,화장실 청소 되게 열심히 함. 친절하심,맛있어요 꿔바로우 맛잇어요 볶음밥도요,"양꼬치와 탕수육,  그리고 칭다오는
환상의 궁합이네요.

마지막은 옥수수온면으로 마무리~

잘 먹고 왔습니다!!
더보기",리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,32.14,445-893,경기도 화성시 봉담읍 동화리 597-2 110호,"경기도 화성시 봉담읍 동화새터길 96, 110호",18302.0,크로앙쥬,식육(숯불구이),196335.5541,412844.9088,식육(숯불구이),https://m.place.naver.com/restaurant/1340548903,간단한 간식 먹기 좋은 곳이네요_! 크로플이 두껍고 다른 곳보다는 약간 더 큰거 같아요. 사장님 착하시고 매장에서 간단히 먹을 수 있는 테이블 하나가 있어요. 아이스크림 크로플 시켰는데 아이스크림 받아보고 조금 실망 했지만 맛은 있어요! 바삭하고 촉촉해요!,생크림슈는 처음 주문해봤어요~!! 당연히 맛있겠죠!!ㅎㅎ 사장님도 너무 친절하시구요ㅎㅎ 맛있게 잘먹겠습니다!!,"여러가지 크로플이 먹고 싶어서 포장해왔어요!!
고구마크로플도 새로 나와서 먹어보고 싶더라구요ㅎㅎ
사장님도 친절하시고 좋아요~!!",떡볶이랑 빵 조합 생각도 안해봤는데 너무 찰떡ㅠㅠ맵단맵단 최고에용!,에그포테 샌드위치 진짜 맛있어요! 사장님도 넘 친절하시구 크로플맛집 크로앙쥬도 최고네요??,https://place.map.kakao.com/680469226#comment,로제떡볶이를 간식거리로 먹었는데 정말 맛있었습니다. ????,"초등아들 밤에배고프다고 간단히 먹을거
떡복이와 크로앙쥬를 포장해서 왔는대
아이가먹는 떡복이가 이상해서 살펴보니
떡볶이의 위생상태가 안좋내요
곰팡이맛이 나는 떡이 몃개 있음
더보기",오늘 넘 우울하여 단걸로 조져야지!했는데 여기 크로플먹고 우울함이 치료되다못해 조져졌어여. 진짜 머야 왜이렇게 치명적으로 맛있는 건데??? 단거 먹고 나니까 떡볶이 땡기고. 그런데 떡볶이가 여기 봉담에서 젤루 맛있어여. ?? ㅋㅋㅋㅋ,친절하고 맛도있고,엄청맛납니다.......대박디저트집!자주이용할게요!
070 41456472,37.56,445-893,경기도 화성시 봉담읍 동화리 600-6 1층 107호,"경기도 화성시 봉담읍 동화길 93-6, 1층 107호",18302.0,아마스빈 봉담동화마을점,경양식,196322.4832,412729.7771,경양식,https://m.place.naver.com/restaurant/1949829680,버블티가 생각난다면 이곳을 추천!,"흑당이 가장 맛있고 가성비 좋아요&&~
이사 후 단골되었습니다 많이 파세용",아이가 좋아해요,굿,아이가 좋아햐요,https://place.map.kakao.com/434229007#comment,딱 정당히 달고 맛있었어요,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,102.0,445-893,"경기도 화성시 봉담읍 동화리 622 102,103호","경기도 화성시 봉담읍 동화역말길 25, 1층 (102,103호)",18298.0,피자헛봉담점,패스트푸드,196683.6458,412589.4427,패스트푸드,https://m.place.naver.com/restaurant/33620706,"봉담 집들이 깄다가 포장주문으로 이용. 도로변에 있어서 찾기 쉽고요 포장으로 주문하고 픽업하니 신속합니다. 시간맞춰 준비 잘해주시고요ㅡ 피자토핑이랑 치즈랑 아주 풍족하게 
잘 만들어 주셔서 맛나게 먹었어요ㅡ 팝콘치킨도 적당히 잘 튀겨주셨고요ㅡ 음료변경도 잘해주시고요. 소스도 충분히 주셔서 맛나게 가족모임 잘했어요. 다음에 재방문합니다요. 감
사합니다","21년부터 피자먹고 싶을 때마다 여기 방문 포장해서 먹는데 사장님이신지 매번 계시는 남자 분께서 늘 매번 친절하셔서 방문할 때마다 기분이 좋아요ㅎㅎ 항상 친절하기 쉽지 않은데 
천성이신건지 대단하세요?? 친절함 감사합니다~ 그만큼 좋은 나날 가득하세요ㅎㅎ (피자가 싼 가격은 아니라서 고민될 때가 있는데.. 1만원대 가격 이벤트 진행 중이라 가성비로 먹어
서 좋아요ㅎㅎ)",잘 먹었습니다,불고기 더블 씬 도우 시켜봤는데...가격은 비싸지만 맛있네요.,씬피자라서 아들이 혼자 다 먹었네요...맛 있어요♡,https://place.map.kakao.com/22221227#comment,친절하고 다른 지점보다 토핑도 많고 맛있습니다,너무너무 맛있어요 감사합니다,배달을 시켰는데 피자가 뜨끈뜨끈 할때와서 먹었어요. 맛이 있었어요.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 2783313,138.16,445-893,경기도 화성시 봉담읍 동화리 429-1,경기도 화성시 봉담읍 동화길 28,18316.0,봉's족발,식육(숯불구이),195745.7683,413130.5364,식육(숯불구이),,,,,,,https://place.map.kakao.com/1645516070#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
031 227 8534,97.9,445-894,경기도 화성시 봉담읍 분천리 96-50 1층,"경기도 화성시 봉담읍 동산재길 38-2, 1층",18329.0,하얀집,한식,196390.475,411289.5819,한식,https://m.place.naver.com/restaurant/1987942724,,,,,,https://place.map.kakao.com/614624806#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,301.77,445-904,경기도 화성시 봉담읍 수기리 7-126 (안녕동180-232),경기도 화성시 봉담읍 세자로 422,18326.0,소랑버섯,분식,198464.2343,411240.0397,분식,https://m.place.naver.com/restaurant/1423850468,따뜻한국물이 생각나서 찾은곳인데.. 반찬도 깔끔하고 등심버섯전골이 시원하니 넘맛있어요 점심특선이라 가성비또한좋네요 사장님도 넘친절하셔서 다음에 또가고싶은집이네요.,기흥역에서 서울의봄을 보고 비도 추적추적 내리고 집의 반대방향에 있는 이곳으로 발걸음 돌려 점십특선 샤브샤브를 먹어본다 건강한 점심식사를 한 느낌이 들어 기분이 좋아진다 거 많은 손님들이 오기를 기대해본다,이곳을 알고난후 주말마다 찾는집이되었네요 재료가 신선하고 가성비좋고 국물이 넘시원해요 다먹은후 볶음밥이 일품이에요 맛집입니다 ^^,"크리스마스 연휴가 시작되어서 오랜만에 서울에 있는 아들이 방문하여 샤브샤브집이 생각나 수원에 가면 항상 들르는곳이어서 점심특선으로 등심샤브샤브를 주문했다
역시 기대에 맞게 신선한야채와 등심이 육수에 끓이면서 맛있는 식사를 하게되었다","딸이랑 가보고 맛있어서 주말에 남편이랑다시갔네요
역시나 맛좋고 가성비좋다고 맛집하나 생겼다고 좋아하네요",https://place.map.kakao.com/1665811838#comment,건강한데 맛있는 맛이 가능한 집,남편 생일 축하로 여기서 한우채끝 철판구이를 맛있게 먹었어요. 고기 구워주시는 분도 기분좋게 친절하셨어요.,"샤브샤브 제가 먹어본 집 중에 제일 깔끔하고 맛도 최고 무엇보다도 엄청 친절하셔서 정말 맛있게 먹었어요~!
샤브샤브 좋아해서 다른 가게들도 정말 많이 다니는데 다른 집이랑은 다르게 국물이 고깃국물이어서 깊고 진한 맛이 죽입니다ㅜㅜ 
고기도 부스러지지 않고 너무 맛있어요 질이 좋은거같아요.
칼국수랑 죽까지... 무엇보다도 이집은 죽이 넘 맛있어요 직접 비벼주시는데 크으응으 또올테다
더보기",샤브샤브 한결 같이 맛있음..친절하고 깨끗함!,맛있고 깔끔함.
031 295 1697,178.8,445-893,경기도 화성시 봉담읍 동화리 425-15 1동,"경기도 화성시 봉담읍 삼천병마로 1310, 1동 1층",18303.0,항아리보쌈,식육(숯불구이),195636.0626,413330.3442,식육(숯불구이),https://m.place.naver.com/restaurant/31780422,"미리 살피시고 , 가져다주시고 친절하세요~~",시원한 된장국과 맛있게 먹고왔어요,"오랜만에 방문한 항아리보쌈!!! 고기 야들야들하고 맛있네요~~~~!!!!
쟁반국수랑 보쌈 조합 맛도리! 인정!","보쌈은 무조건 항아리 보쌈인 거 같아요
잡내가 없고, 김치들도 너무 맛있었어요
쌈채소들도 싱싱해서 넘 좋아요!",딸이어릴때부터 항아리보쌈가서그런지 다른집보쌈집은 시도도 안하고 보쌈은 항아리가자고 하네요 이제는 혼자서 쟁반국수다먹어요,https://place.map.kakao.com/16394926#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
,58.71,445-897,경기도 화성시 봉담읍 와우리 62-4 2동 1층,경기도 화성시 봉담읍 와우로 109 (2동 1층),18321.0,밥집,"외국음식전문점(인도,태국등)",197981.0507,412513.3023,"외국음식전문점(인도,태국등)",https://m.place.naver.com/restaurant/1248180063,김치찌개가 맛 있었어요,좋아요,??????,너무맛있어요 최고입니다,"매일 찬이 달라지고 집밥처럼 조미료 거의 안쓰시는 집이에요..
그래서 매일먹어도 질리지 않고 맛난 집입니다..
정말 맛있어요~~",https://place.map.kakao.com/878367865#comment,여긴 뭐 여는걸 본 적이 없음,가성비 있게 맛있게 잘 먹었어요. 오징어제육 추천합니다,맛있어요,"가격이저렴하고 맛도좋습니다. 반찬종류도많구요.
다만 반찬중에 마요네즈에 오이랑 마카로니 사과넣고만든 샐러드 먹고 배탈이났습니다ㅠ 아마 여름이고 제가 저녁에와서 그런것같습니다.

그래도 앞으로도 자주이용할겁니다.ㅎㅎ
더보기",리뷰 수가 부족합니다.
031 237 3090,170.38,445-897,경기도 화성시 봉담읍 와우리 43-9 2층,"경기도 화성시 봉담읍 와우안길 12, 2층",18323.0,MR짱닭치킨,호프/통닭,198121.8423,412464.1572,호프/통닭,https://m.place.naver.com/restaurant/33246480,"굿
가격도 착하고 맛있어요",굿,전단지 와서시켰는데. 실망요.,맛잇음,배달만 빠르면 굿,,,,,,
,97.2,445-897,경기도 화성시 봉담읍 와우리 156-60 외2필지 1동,경기도 화성시 봉담읍 동화역말길 141-1 (외2필지 1동),18298.0,육수당 화성봉담점,중국식,197669.3201,413092.5071,중국식,https://m.place.naver.com/restaurant/1011831365,굿,"배달시켜먹었어요. 
매장에서보다 뚝불.. 고기양이 적어서 아이 두접시 주고나니 끝.. 아쉬웠어요.ㅜㅠ
저희는 국물에서 냄새도 별로 못 느꼈고, 맛있게 잘 먹었어요^^",굿,양도 푸짐하고 잡내도 안나고 넘 맛있어요 ^^,ㆍ,https://place.map.kakao.com/1166579491#comment,깔끔하게 맛있는 맛,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 297 3866,206.78,445-893,경기도 화성시 봉담읍 동화리 427 1층,경기도 화성시 봉담읍 삼천병마로 1294-7 (1층),18316.0,"고마아구찜,뽈찜",한식,195592.0093,413208.3986,한식,https://m.place.naver.com/restaurant/1077261949,"매장이 넓어서 좋고, 아구찜이 잡내없어서 맛나요~",굿,대구뽈찜 푸짐하고 맛있어요,맛잇어요,예전만 못하네요,https://place.map.kakao.com/51392944#comment,메인요리뿐아니라 밑반찬도 맛있음,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
,83.0,445-893,경기도 화성시 봉담읍 동화리 427 2층,경기도 화성시 봉담읍 삼천병마로 1294-7 (2층),18316.0,커피빌,까페,195592.0093,413208.3986,까페,https://m.place.naver.com/restaurant/35830613,"너무 친절하고 차도 맛있고, 요거트 떠먹는걸로 주문했는데... 과일과 대추 등등이 들어 있어 씹는 맛도 좋았어요^^",사장님이 타로도봐주시는 카페~ 좋네요,저녁먹고 늘 가는 커피숍입니다.강냉이 서비스도 좋아요 ㅎ,굿,친절해요,https://place.map.kakao.com/21537306#comment,오늘 왔는데  맛좋도 서비스에 분위기까지 좋습니다~^^,"밖에서 보는것과 완전 달라요~
주차공간 널널하고, 맛도 좋고 가성비 아주 좋아요.
커피는 안먹어봐서 모르겠고~
백향과(패션후르츠)에이드 맛있어요.ㅋ
쌍화차도 맛나대요~
더보기",여기 사장님이 직접내려주시는 커피 너무 맛있습니다. 어지간한 대형 프렌차이즈보다 나아요.,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 225 1317,300.0,445-893,경기도 화성시 봉담읍 동화리 84-24,경기도 화성시 봉담읍 효행로 226,18298.0,하오츠,중국식,197374.7012,413954.3324,중국식,https://m.place.naver.com/restaurant/31301075,"맛있고 푸짐하고 음식도 빨리 나오고 모두 만족합니다. 주문이 잘못 된건지 맛있는 뚝배기짬뽕 분명 곱빼기로 주문했는데 보통으로 나와서 그게 아쉬웠네요. 계산은 정확히 보통으로 나
왔고 아주 매운맛 요청 드렸는데 전보단 덜 매웠어요. 그래도 맛있었어요.","찹쌀탕수육, 1인 깐풍기, 1인 탕수육, 굴짬뽕, 유니짜장 주문.
매운거 못 먹어서 굴짬뽕 담백한 맛 시켰는데 하나도 안 맵네요~ 아이도 맛있다고 하네요!
깐풍기는 술한잔 해야될 것 같은 맛, 탕수육 달달, 유니짜장은 하오츠가 최고예요 ^^","유명한 중식 맛집 인정인정!!! 여기 뚝배기 짬뽕 국물이랑 면이 끝내줘요~~ 짬뽕국물이 어쩜 이렇게 구수하고, 사골 국물 마냥 부드럽죠? 자극적인 짬뽕맛을 선호하는 사람들은 불호겠 지만, 한 번 먹어봐야해요!! 부드러운 국물이랑 쫄깃쫄깃한 저 면발이 다른 곳에서는 먹어본 적 없는 맛이에요 ^^ 유린기 소스도 새콤달콤 꿀맛. 고추간짜장도 최근 1년간 먹은 중국집 중 최고구, 모든 음식에 재료를 아낌없이 사용하셨다는게 음식에서 느껴져요! 2명이서 저거 다 먹구 나왔는데, 속도 불편하지 않더라구요- 그리구 1인분 요리 구성이 너무 알차서, ...",아이들과 가서 이것 저것 시켜 먹을 수 있어서 좋아요...등심도 찹쌀 탕수육 맛있고...이번엔 깐풍기도 시켜 먹었는데...살짝 매콤한데 아이들이 좋아하네요*^^*,"삼선볶음밥, 뚝배기짬뽕, 짜장면, 1인 깐풍기 주문
오늘도 배부르고 맛나게 잘 먹었어요.
맛있어서 일부러 찾아가게 됩니다.",https://place.map.kakao.com/18527066#comment,"여기 맛있어요~
사람이 많음","고추볶음 간짜장 맛집.

무엇보다 찹쌀탕수육이 정말 맛있다.",유니짜장이랑 찹쌀탕수육 맛있어요,리뷰 수가 부족합니다.,리뷰 수가 부족합니다.
031 223 0817,107.92,445-897,경기도 화성시 봉담읍 와우리 45-5 2층 5동 201호,"경기도 화성시 봉담읍 와우안길 26-3, 5동 2층 201호",18321.0,샬레향 수제 돈가스 &,경양식,197989.7078,412557.6363,경양식,,,,,,,https://place.map.kakao.com/20625785#comment,"이제 닫았어요..
혹시 어디로 이동하신건지
아시는분알려주세요ㅠㅠㅠ","레몬퓨레돈까스?
이름은 안어울리겠다 라는 느낌이 강한데 먹으면 오..?! 하는 맛.. 진짜 괜찮아요 다른 돈까스에 파스타도 굿굿뜨","찾기힘든게 단점
수원대 앞 한식 분식류는 무조건 이곳.",정말 맛있게 먹었어요~~ 레몬폰즈? 돈가스 먹었은데 새콤달콤 최고였습니다!! 남은 음식도 싸주시고 너무나도 감사합니다^^,"맛도 최고!
사장님 인심도 최고!"
031 2273420,103.36,445-891,경기도 화성시 봉담읍 상리 15-35,경기도 화성시 봉담읍 샘마을길 60,18316.0,부킹,분식,195694.7707,412643.9099,분식,https://m.place.naver.com/restaurant/1233877431,,,,,,https://place.map.kakao.com/16661656#comment,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.,리뷰가 없습니다.
